level 1 category,level 2 category,level 3 category,attribute,valid attribute values
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Brand Name,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Sub Brand,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Product Type,Feeler Gauge;Glow Plug;Spark Plug;Spark Plug Gap and Feeler Gauge Set
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Plug Number,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Number in Package,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Brand Compatibility,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Used with Equipment Type,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Check Gap,
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Packaging Type,Bagged;Blister;Boxed;Bulk;Carded
"Automotive, RV and Marine",Auto Tools and Maintenance,Spark Plugs,Phase,Single-phase;Three-phase
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Brand Name,
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Sub Brand,
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Product Type,10-Minute Flush;A/C Stop Leak Kit;Cooling System Radiator Stop Leak;Cooling System Rust Remover and Flush;Cooling System Sealer;Cooling System Sealer and Conditioner;Engine Oil Burning & Leak Repair;Engine Sealer;Exhaust System Joint Crack Sealer;Fuel Tank Repair Kit;Head Gasket Repair;Heavy Duty Sealer;Oil Stop Leak;Plastic Tank Repair Kit;Sealer and Conditioner;Stop Leak Concentrate;Stop Leak Radiator Sealer;Super Flush;Super Leak Fix;Super Sealer;Universal Flush N' Fill Kit
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Recommended Surface Type,Aluminum;Aluminum/Metal;Aluminum/Plastic;Fabric;Fiber Panels;Foam;Glass;Leather;Metal/Plastic/Rubber;Multi-Purpose;Plastic;Rubber;Steel;Vinyl
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Container Size,
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Packaging Type,Bagged;Boxed;Bulk;Carded;Plastic Bottle
"Automotive, RV and Marine",Auto Tools and Maintenance,Stop Leak Compounds,Crack Size,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Brand Name,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Sub Brand,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,External Thread Length,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Material,Bronze;Cadmium;Plastic;Stainless Steel;Titanium
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Thread Type,Non Locking;Self Locking
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Insert Type,Externally Threaded;Helical;Mold In;Press Fit
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Product Type,Spark Plug Rethreader;Thread Insert;Thread Repair File;Thread Repair Kit
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Nominal Thread Size,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Finish,Bright;Brushed;Matte;Satin
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Tanged,No;Yes
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Internal Depth,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Internal Thread Length,
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,English or Metric,English;English/Metric;Metric
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Insert Tool Included,No;Yes
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Insert Reach,Normal;Short
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Corresponding Tap Included,No;Yes
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Packaging Type,Bagged;Boxed;Bulk;Carded;Clamshell
"Automotive, RV and Marine",Auto Tools and Maintenance,Thread Inserts,Number in Package,
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Brand Name,
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Sub Brand,
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Size,
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Design,All Season;Winter
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Product Type,Windshield Wiper Blade
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Color,Assorted;Black;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Wiper Material,Black Rubber;Rubber
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Backbone Structure,Beam;Bracket
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Installation Type,Bayonet;Hook;J-Hook;Pin Arm;Pinch Tab;Push Button;Side Lock;Side Lock Pin;Side Pin;Slider
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Attached Spoiler or Aerofoil,No;Yes
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Quick Connect Hardware Included,No;Yes
"Automotive, RV and Marine",Auto Tools and Maintenance,Windshield Wiper Blades,Backbone Material,Acrylic;Metal;Plastic;Steel
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Color,Assorted;Aztec/Tuscan;Beige;Black;Blue;Brown;Clay/Multi;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;Tan;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Material,Carpet;Carpet/Rubber;Carpet/Vinyl;Nylon/Vinyl;Pile/Polyester;Polyester/Vinyl;PVC;Rubber;Thermoplastic;Thermoplastic Elastomer;Vinyl
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Design,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Product Type,Auto Floor Mats;Auto Floor Mats with Heel Pad;Car Mat Sets;Cargo Mat;Embroidered Car Mat Set;Floor Protector Mat;Motorcycle Mat;Truck Floor Mats;Utility Mat Set
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Compatibility,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Length,
"Automotive, RV and Marine",Automotive Accessories,Automotive Floor Mats,Width,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Color,Assorted;Beige;Big Sky Blue;Black;Black Forest Green;Black/Chrome;Black/Clear;Black/Silver;Black/Yellow;Blue;Blue/White;Brown;Camo;Camp Green;Charcoal;Chrome;Clear;Copper;Desert Tan;Firefly Yellow;Gold;Gray;Gray/Silver;Green;Green/White;King Crab Orange;Multicolored;Orange;Pink;Purple;Red;Rescue Red;Silver;Tan;Ultramarine Violet;Wetlands Brown;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Size,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Style,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Product Type,Accent;Auto Bug Screen;Backup Camera and Sensor System;Bike Hitch Hauler;Blind Spot Mirror;Body Pad;Bolt Caps;Bumper Sticker;Cable Lock;Canoe Carrier;Car Clip;Car Cover;Car Door Step;Car Flag;Car Magnet;Car Roof Mat;Cargo Bag;Cargo Bar;Cargo Box;Cargo Bungee Net;Cargo Cap;Cargo Carrier;Cargo Carrier Set;Carrier Bag;Chain End Hook;Charger Mount and Cable Organizer;Clear Film;Cross Chain;Decal;Deer Warning Device;Die Cut Window Film;Diesel Fuel Tank Water Absorber;Dock and Hook;Door Guard;Door Trim;Emblem;Fender Cover;Garage Laser Park;Gear Case;Heavy-Duty Shop Mat;Hitch Ball Cover;Hitch Cargo Carrier Set;Hitch Stabilizer;Jeep Cover;Lens Repair Tape;Mobility Ramp Carrier;Motorcycle Cover;Mud Guard;Nitrile Rubber;Nozzle Holster Dock;Oval Sticker;Paddle Board Carrier;Parking Aid;Parking Ball;Parking Mat Guide;Parking Mirror;Parking Valet;Ramp;Ramps;Replacement Cross Chain;Roof Cargo Bag;Roof Pad;Rooftop Bag;Rooftop Cargo Basket Set;Rooftop Cargo Carrier Basket;Rooftop Cargo Carrier Set;Seat Cover;Spare Tire Cover;Spare Tire Lock;Splash Guard;Spotlight;Static;Step-Bumper Protection;Sticker;SUV Tailgating Canopy;SUV/Pickup Cover;SUV/Truck Cover;Tire Chain;Tire Chain Cross Chain Hook;Tire Ramps;Tire Repair Kit;Tire Saver Ramps;Traction Mat;Trailer Camera;Triple Spirit Sticker;Truck Bed Extender;Utility Light;Utility Trailer;Valve Caps;Wall Charger Faceplate;Wall Guard;Wall Hangers;Wheel Chock;Wheel Chocks;Wheel Covers;Windshield Cover
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Application,ATVs;Cars/SUVs;Heavy Equipment;Heavy Trucks;Lawn Tractors/ATVs;Light Trucks;Passenger Cars;Skid Steers;SUVs
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Height,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Width,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Length,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Compatibility,
"Automotive, RV and Marine",Automotive Accessories,Exterior Automotive Accessories,Material,ABS;ABS/Chrome;ABS/Glass;ABS/Steel;Aluminum;Aluminum/Glass;Aluminum/Plastic;Aluminum/Polymer;Chrome/Metal;Fiberglass;Glass;Metal;Perforated Vinyl;Plastic;Polyester;Polyethylene;Polymer;Polypropylene;PVC;Rubber;Stainless Steel;Steel;TPR;Vinyl
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Handle Length Maximum,
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Extendable,No;Yes
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Product Type,Arctic Plow;Bear Claw Ice Scraper;COB LED Ice Scraper;Ice Hammer Snow Brush;Ice Scraper;Ice Scraper Mitt;Ice Scraper/Snow Broom;Ice Scraper/Snow Brush;Ice Scraper/Squeegee;Mini Pivot Telebroom;Scraper;Snow Broom;Telescopic Snow Brush;Trunk Shovel
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Material,Acrylic;Aluminum;Aluminum/Plastic;Foam/Steel;Metal;Nylon;Plastic;Plastic/Foam;Plastic/Nylon;Plastic/Polyester;Plastic/Rubber;Rubber
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Color,Assorted;Black;Black/Beige;Black/Blue;Black/Brown;Black/Orange;Black/Red;Black/White;Blue;Blue/Orange;Brown;Clear;Clear Frost;Copper;Gold;Gray;Gray/Red;Green;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Handle Length Minimum,
"Automotive, RV and Marine",Automotive Accessories,Ice Scrapers,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Volts,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Color,Assorted;Black;Black/Blue;Black/Brown;Black/Brown/Silver;Black/Clear;Black/Gray;Black/Green;Black/Orange;Black/Pink;Black/Red;Black/Silver;Black/Tan;Black/White;Black/Yellow;Blue;Blue/Red;Blue/White;Brass;Brown;Brown/Silver;Camouflage;Clear;Cocoa;Gold;Gray;Gray/Brown;Gray/Pink;Gray/Silver;Gray/Tan;Green;Lime;Multicolored;Orange;Pink;Purple;Red;Red/White;Rose Gold;Silver;Tan;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Style,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Product Type,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Compatibility,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Height,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Width,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Length,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Amps,
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Packaging Type,Bagged;Boxed;Bulk;Carded;Display;Sleeve
"Automotive, RV and Marine",Automotive Accessories,Interior Automotive Accessories,Material,ABS Plastic;ABS/PVC;Aluminum;Aluminum/Metal;Aluminum/Plastic;Carbon Fiber;Carpet;Ceramic;Chrome;Chrome/Laminate/Steel;Cotton/Wood;Fabric;Faux Suede;Fleece;Hardwood;Leather;Leather/Wood;Leatherette;Memory Foam;Mesh/Faux Suede;Mesh/Polyester;Mesh/Poly-Suede;Metal;Metal/Plastic;Microfiber;Micro-Suede;Neoprene;Nylon;Plastic;Plastic/Metal;Plastic/Steel;Plastic/Vinyl;Plastic/Wood;Plush;Polyester;Polypropylene;Polyurethane;Rubber;Sheepskin;Spandex Cotton Fabric;Steel;String;Thermoplastic Elastomer;TPE;Velour;Vinyl
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Color,Assorted;Black;Black/Clear;Black/Gray;Black/Silver;Black/White;Blue;Brown;Camo;Clear;Clear/Red;Copper;Gold;Gray;Gray/Silver;Green;Multicolored;Orange;Pink;Pink/Silver;Purple;Red;Silver;Silver/White;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Material,ABS;Acrylic;Aluminum;Metal;Metal/Nylon;Metal/Polycarbonate;Metal/Stainless Steel;Nylon;Plastic;Polycarbonate;Stainless Steel;Steel
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Style,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Product Type,License Plate;License Plate Bolt Caps;License Plate Bumper Frame;License Plate Cover;License Plate Fasteners;License Plate Frame;License Plate Frame/Cover;License Plate Mounting Bracket;License Plate Protector
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Height,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Width,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Depth,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Hardware Included,No;Yes
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Frame Fastener Type,44 Mag;Anti-Theft;Decorative;ISO Metric;Non Rusting/Corroding;Self-Threading;Skull;Standard
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Compatibility,
"Automotive, RV and Marine",Automotive Accessories,License Plate Holders,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Color,Amber;Amber/Red;Blue;Clear;Green;Orange;Red;White;Yellow
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Shape,Oblong;Oval;Rectangular;Round;Triangular
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Product Type,Driveway Marker;Reflector
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Number in Package,
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Width,
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Length,
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Material,Acrylic;Aluminum;Fiberglass;Metal;Plastic
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Packaging Type,Bagged;Boxed;Bulk;Carded
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Lens Material,Acrylic;Plastic
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Housing Material,Aluminum;Metal
"Automotive, RV and Marine",Automotive Accessories,Reflectors,Mounting Type,Adhesive;Adhesive/Screws;Screws
"Automotive, RV and Marine",Automotive Accessories,Roadside Emergency Kits,Brand Name,
"Automotive, RV and Marine",Automotive Accessories,Roadside Emergency Kits,Sub Brand,
"Automotive, RV and Marine",Automotive Accessories,Roadside Emergency Kits,Number of Pieces,
"Automotive, RV and Marine",Automotive Accessories,Roadside Emergency Kits,Product Type,Car Escape Rescue Tool;Collapsible Sport/Safety Cone;Deer Alert Warning Whistle;Emergency Beacon;Emergency Hammer;Emergency Tool;Emergency Tool/Flashlight;Heated Blanket;LED Safety Flare;Mini Emergency Light;Multi Functional Emergency Flashlight;Personal Safety Alarm;Pod Hazard Lights;Roadside Emergency Kit;Safety Flares;Safety Triangle;Sport/Safety Cone;Traction Tire Mat;Traction Tread;Travel Safety Kit;Wand
"Automotive, RV and Marine",Automotive Accessories,Roadside Emergency Kits,Flashlight Included,No;Yes
